Gene	Condition1	Condition2	State
AP006285.6	-3.680861	-3.592139	unchanging
AP1S1	4.547958	4.466755	unchanging
AP1S3	3.880533	4.399068	unchanging
AP2A2	4.3103456	4.0990233	unchanging
AP3S2	5.304032	5.1297197	unchanging
APAF1	6.7840247	6.8383136	unchanging
APBA2	3.8548462	3.807792	unchanging
APBB2	5.501809	5.8590717	unchanging
APCDD1	0.37803268	-0.63278085	unchanging
APIP	3.5586047	3.4787276	unchanging
APITD1	2.7190697	1.7693176	unchanging
APLF	1.471142	1.5140605	unchanging
APLP1	5.2058516	5.0192957	unchanging
APOA2	-3.680861	-3.592139	unchanging
APOC3	-3.680861	-3.592139	unchanging
APOC4	-3.680861	-3.592139	unchanging
APOE	3.4823694	3.2322898	unchanging
APOH	-3.680861	-3.592139	unchanging
APOL1	-3.680861	-0.63278085	unchanging
APOL4	-1.9438953	-3.592139	unchanging
APOLD1	3.8286939	4.0517173	unchanging
APPBP2	6.382534	7.0131345	unchanging
AQP5	-3.680861	-1.1182077	unchanging
AQR	6.307193	6.0416636	unchanging
ARAP1-AS2	-0.5288579	0.14482673	unchanging
ARC	-3.528858	-3.4401355	unchanging
ARCN1	7.881593	7.8036327	unchanging
ARFGAP2	5.434038	5.399068	unchanging
ARGFX	-3.680861	-3.592139	unchanging
ARGLU1	5.5952635	5.9944925	unchanging
ARHGAP22-IT1	-3.680861	-3.592139	unchanging
ARHGAP27	3.0561044	3.1297197	unchanging
ARHGAP31-AS1	-2.528858	-3.592139	unchanging
ARHGAP5	6.25414	6.405354	unchanging
ARHGAP9	-3.528858	-3.4401355	unchanging
ARHGDIG	-0.9438953	-0.118207715	unchanging
ARHGEF10	4.8461814	5.0233884	unchanging
ARHGEF11	5.6310134	5.7045226	unchanging
ARHGEF19-AS1	0.8634595	0.80779165	unchanging
ARHGEF4	2.5372312	2.8636448	unchanging
ARHGEF7	5.471142	5.260304	unchanging
ARHGEF7-IT1	-3.680861	-3.592139	unchanging
ARID1A	6.956971	6.744739	unchanging
ARID2	7.3530207	7.2028184	unchanging
ARID3C	-3.680861	-3.4401355	unchanging
ARL1	7.329123	7.087341	unchanging
ARL17B	1.558605	1.8817922	unchanging
ARL2	4.4426856	4.347767	unchanging
ARL4A	5.140027	5.6788054	unchanging
ARL4C	8.120848	7.3567147	down
ARL9	-2.528858	-2.4401357	unchanging
ARMC5	2.329123	2.4425075	unchanging
ARMC8	5.033385	4.7790327	unchanging
ARNT2	5.479571	5.1410646	unchanging
ARPC1B	5.8065324	5.81253	unchanging
ARPC2	6.8407393	6.810163	unchanging
ARPC5	7.669587	7.5009117	unchanging
ARPC5L	5.157643	5.1523213	unchanging
ARR3	-2.528858	-3.4401355	unchanging
ARV1	4.2976904	3.8727472	unchanging
ASB1	5.178501	4.9607434	unchanging
ASB10	-3.680861	-3.592139	unchanging
ASB11	-3.680861	-3.592139	unchanging
ASB4	-3.680861	-3.592139	unchanging
ASB7	4.6999607	4.4363813	unchanging
ASB8	5.0218887	4.973492	unchanging
ASCC3	5.9407835	6.3346515	unchanging
ASCL2	-3.680861	-3.592139	unchanging
ASF1A	5.547958	5.505308	unchanging
ASF1B	6.5678573	6.2180753	unchanging
ASH1L	6.7249894	6.970316	unchanging
ASH2L	5.6903105	5.3639956	unchanging
ASMTL-AS1	-1.2069298	0.46675485	unchanging
ASMTL-AS1	-1.2069298	0.46675485	unchanging
ASPH	7.3832827	7.4379153	unchanging
ASPSCR1	2.5155363	2.466755	unchanging
ASS1	5.7726383	5.585004	unchanging
ATAD1	6.1733146	6.0477047	unchanging
ATAD3C	1.9629952	2.1448267	unchanging
ATF7IP2	1.8286941	2.2877846	unchanging
ATG10	6.346123	6.1837454	unchanging
ATP11A-AS1	-3.680861	-3.592139	unchanging
ATP11B	6.3430476	6.480217	unchanging
ATP13A3	8.334941	8.434462	unchanging
ATP1A1	10.805974	9.972037	down
ATP1A1OS	6.822081	5.9777164	down
ATP1A3	-0.5288579	0.7297893	unchanging
ATP2A1	-0.06942624	0.36721915	unchanging
ATP2A3	4.77035	4.7045226	unchanging
ATP2B3	-0.3589329	-3.4401355	unchanging
ATP5E	6.516902	6.5528026	unchanging
ATP5H	6.3275676	5.9944925	unchanging
ATP5J	5.6560173	5.481705	unchanging
ATP6AP1L	1.4253385	1.5598643	unchanging
ATP6V0A1	5.8570046	5.511149	unchanging
ATP6V0D2	-3.680861	-3.4401355	unchanging
ATP6V1G1	5.7190695	5.952182	unchanging
ATP8A2	-3.680861	-3.4401355	unchanging
ATRNL1	3.5586047	2.7496889	unchanging
ATXN1	1.7565442	2.3147516	unchanging
ATXN10	6.7023635	6.5457063	unchanging
ATXN1L	5.930574	5.781451	unchanging
ATXN2	5.8995023	5.761988	unchanging
ATXN3	4.413656	4.0517173	unchanging
ATXN7	4.4823694	4.548549	unchanging
ATXN7L1	3.071055	2.788683	unchanging
AURKAIP1	3.9387476	3.6151464	unchanging
AURKC	-1.9438953	-1.4401357	unchanging
AY269186.1	-3.680861	-3.592139	unchanging
B2M	6.913049	6.893019	unchanging
B3GALNT2	5.8352766	5.937075	unchanging
B3GNT2	4.733237	4.3147516	unchanging
B3GNT5	6.4180484	6.566891	unchanging
B3GNTL1	0.17158182	0.26030394	unchanging
B4GALNT3	3.8974068	3.729789	unchanging
B4GALT4	4.2655582	4.159777	unchanging
B4GALT7	2.6609666	2.4425075	unchanging
BACH1-IT2	-3.680861	-3.592139	unchanging
BACH2	1.471142	0.64732707	unchanging
BAG3	3.0561044	3.9085922	unchanging
BAIAP2L1	5.236014	5.242859	unchanging
BARD1	6.2343545	6.069639	unchanging
BARHL1	-3.680861	-3.592139	unchanging
BATF2	-3.680861	-3.592139	unchanging
BAX	4.6106935	4.3736453	unchanging
BBC3	0.47114208	0.9521816	unchanging
BBS1	4.747267	4.519866	unchanging
BBS10	4.8762836	4.7595367	unchanging
BBX	6.853766	7.0646834	unchanging
BCAM	6.390005	6.3768477	unchanging
BCAS1	-3.680861	1.6042583	up
BCAS3	4.071055	4.3864126	unchanging
BCAS4	5.966997	5.8682036	unchanging
BCAT2	4.164629	3.9777164	unchanging
BCDIN3D	3.4369264	3.1297197	unchanging
BCHE	3.291321	1.4178451	down
BCL2	4.1715817	4.484677	unchanging
BCL3	-0.9438953	-0.44013572	unchanging
BCL7B	4.57443	4.294574	unchanging
BCR	6.6284895	6.260304	unchanging
BDKRB2	-3.680861	-1.1182077	unchanging
BDNF	-1.528858	-3.4401355	unchanging
BEND5	1.8286941	1.3147516	unchanging
BEST3	-3.680861	-3.592139	unchanging
BHLHA15	-1.2069298	-0.27021074	unchanging
BHLHA9	-3.680861	-3.592139	unchanging
BLID	-3.680861	-3.592139	unchanging
BLK	-3.680861	-3.592139	unchanging
BMI1	6.335328	6.471256	unchanging
BMP3	3.171582	-0.85517323	down
BMP7	-3.680861	2.3927543	up
BMS1	6.0950236	6.075564	unchanging
BNIPL	-0.3589329	0.9521816	unchanging
BOC	5.799817	6.8919005	up
BOP1	4.164629	4.4727535	unchanging
BPTF	7.44699	7.2287493	unchanging
BPY2B	-3.680861	-3.592139	unchanging
BRCA1	5.790814	5.9327292	unchanging
BRCA2	5.4369264	5.6366796	unchanging
BRD9	4.164629	4.0990233	unchanging
BRF2	3.6609669	3.4546819	unchanging
BRI3	4.413656	4.067659	unchanging
BRIP1	5.7817545	5.484677	unchanging
BRMS1	4.157643	3.969255	unchanging
BRMS1L	3.7749228	3.7595365	unchanging
BRWD1-AS1	-3.680861	-3.592139	unchanging
BRWD1-IT2	-3.680861	-3.592139	unchanging
BSCL2	4.5796666	4.754621	unchanging
BSN-AS1	-3.680861	-3.592139	unchanging
BSPRY	3.504565	3.5598645	unchanging
BTBD2	5.537231	5.2979565	unchanging
BTBD9	3.994704	4.1523213	unchanging
BTF3	7.518947	7.417845	unchanging
BTG2	4.278497	3.341224	unchanging
BTG3	5.529134	5.420951	unchanging
BTG4	-2.528858	-2.4401357	unchanging
BTN1A1	-3.680861	-3.592139	unchanging
BTNL8	-3.680861	-3.592139	unchanging
BUB1	6.703563	6.5357122	unchanging
BUD31	5.3659596	5.301331	unchanging
BX004987.6	-3.680861	-3.592139	unchanging
BX255923.1	-3.528858	-3.592139	unchanging
BX255925.1	-0.9438953	-0.118207715	unchanging
BZW1	8.061729	8.11013	unchanging
C10orf103	3.9140856	3.8997142	unchanging
C10orf105	-1.2069298	-3.592139	unchanging
C10orf113	-3.680861	-3.592139	unchanging
C10orf128	1.4253385	-3.4401355	down
C10orf129	-3.680861	-3.4401355	unchanging
C10orf2	3.7190695	4.0990233	unchanging
C10orf46	7.1741805	7.2091208	unchanging
C10orf54	-2.528858	-1.4401357	unchanging
C10orf57	5.434038	5.035598	unchanging
C10orf71	-3.680861	-3.592139	unchanging
C10orf93	-2.528858	-2.4401357	unchanging
C10orf95	3.6903105	3.5598645	unchanging
C10orf96	-3.680861	-3.592139	unchanging
C11orf2	4.3780327	4.27411	unchanging
C11orf24	3.802059	3.817252	unchanging
C11orf30	5.512801	5.4116135	unchanging
C11orf35	0.37803268	0.64732707	unchanging
C11orf40	-3.680861	-3.592139	unchanging
C11orf46	5.0821667	4.7447395	unchanging
C11orf54	5.2024612	5.1028957	unchanging
C11orf58	7.365202	7.1681194	unchanging
C11orf72	-3.680861	-3.4401355	unchanging
C11orf73	3.784025	3.9944925	unchanging
C11orf75	2.6609666	3.2741098	unchanging
C11orf93	2.1435673	1.1448267	unchanging
C12orf24	1.641067	1.8817922	unchanging
C12orf29	5.2492194	5.137293	unchanging
C12orf32	5.6385603	5.3114085	unchanging
C12orf35	6.6609664	5.9500327	down
C12orf44	4.765763	4.7447395	unchanging
C12orf56	0.7930702	0.80779165	unchanging
C12orf68	-3.528858	-1.8551732	unchanging
C12orf70	-3.528858	-2.4401357	unchanging
C12orf77	-3.680861	-3.592139	unchanging
C13orf44-AS1	-3.680861	-3.592139	unchanging
C14orf105	-3.680861	-3.592139	unchanging
C14orf119	5.1004987	4.877277	unchanging
C14orf132	4.5155363	3.63668	unchanging
C14orf162	-3.680861	-3.592139	unchanging
C14orf21	5.0821667	4.9986563	unchanging
C14orf28	0.93057376	1.9174162	unchanging
C14orf43	5.1956563	5.196489	unchanging
C14orf49	-0.7215031	1.0192958	unchanging
C15orf24	5.413656	5.4577093	unchanging
C15orf43	-3.680861	-3.592139	unchanging
C15orf54	-3.680861	-3.592139	unchanging
C15orf58	2.0561047	1.9861289	unchanging
C15orf63	3.9057703	3.8817923	unchanging
C16orf45	-2.528858	-0.44013572	unchanging
C16orf57	5.014174	4.8727474	unchanging
C16orf7	2.448422	2.582232	unchanging
C16orf79	0.37803268	0.26030394	unchanging
C17orf106	2.9629953	2.9174163	unchanging
C17orf109	0.6410671	0.9521816	unchanging
C17orf48	1.5155362	1.0192958	unchanging
C17orf57	1.6004251	2.2037203	unchanging
C17orf72	1.0561047	0.26030394	unchanging
C17orf80	5.4879503	5.294574	unchanging
C17orf99	-3.680861	-3.592139	unchanging
C18orf26	-2.528858	-3.592139	unchanging
C19orf25	2.9305737	2.5140605	unchanging
C19orf33	1.1715819	1.8452666	unchanging
C19orf39	0.17158182	0.14482673	unchanging
C19orf46	1.641067	2.1745741	unchanging
C19orf55	3.471142	3.6578963	unchanging
C19orf60	0.7930702	0.9521816	unchanging
C19orf63	6.8286943	6.6192083	unchanging
C19orf68	1.558605	2.0192957	unchanging
C19orf71	-0.06942624	0.14482673	unchanging
C19orf76	-3.528858	-1.8551732	unchanging
C1orf106	2.8974068	2.8636448	unchanging
C1orf123	3.994704	4.0110755	unchanging
C1orf129	-3.680861	-3.592139	unchanging
C1orf150	-3.680861	-3.592139	unchanging
C1orf168	3.5691743	4.7045226	unchanging
C1orf170	-3.680861	-3.592139	unchanging
C1orf177	-3.680861	-3.592139	unchanging
C1orf185	-3.680861	-3.592139	unchanging
C1orf187	-2.528858	-3.4401355	unchanging
C1orf190	0.71906954	-0.85517323	unchanging
C1orf216	4.1149983	4.075564	unchanging
C1orf31	3.3780327	3.5371442	unchanging
C1orf38	1.5155362	0.46675485	unchanging
C1orf50	2.5155363	2.417845	unchanging
C1orf54	2.3780327	2.0192957	unchanging
C1QA	-3.680861	-3.592139	unchanging
C1QL3	-0.5288579	0.64732707	unchanging
C1QL4	-0.06942624	0.46675485	unchanging
C1QTNF2	-2.528858	-3.4401355	unchanging
C1QTNF4	-3.680861	-3.592139	unchanging
C20orf103	-3.680861	-3.592139	unchanging
C20orf123	-3.680861	-3.592139	unchanging
C20orf151	1.641067	1.0834262	unchanging
C20orf195	-0.3589329	-1.8551732	unchanging
C20orf27	3.459827	3.6578963	unchanging
C20orf46	-3.528858	-2.4401357	unchanging
C20orf62	-3.680861	-3.592139	unchanging
C21orf2	2.641067	2.5371442	unchanging
C21orf33	5.245929	5.1028957	unchanging
C21orf49	-3.680861	-3.4401355	unchanging
C22orf24	-3.528858	-3.592139	unchanging
C22orf31	-3.680861	-3.592139	unchanging
C22orf32	4.0180364	3.729789	unchanging
C22orf33	-3.680861	-3.592139	unchanging
C22orf43	-3.528858	-1.8551732	unchanging
C2CD3	5.3659596	5.2463646	unchanging
C2CD4B	-3.680861	-3.592139	unchanging
C2orf16	2.448422	2.466755	unchanging
C2orf40	-3.680861	-3.592139	unchanging
C2orf42	3.0561044	2.969255	unchanging
C2orf47	3.6004252	4.035598	unchanging
C2orf51	-3.680861	-3.592139	unchanging
C2orf62	-0.3589329	-0.118207715	unchanging
C2orf65	3.6004252	3.5822322	unchanging
C2orf68	5.0447893	4.8125296	unchanging
C2orf73	-3.528858	-2.4401357	unchanging
C2orf74	-3.680861	-3.4401355	unchanging
C2orf77	1.558605	0.64732707	unchanging
C3	-0.3589329	0.8817923	unchanging
C3orf36	-3.680861	-3.592139	unchanging
C3orf39	4.62596	4.5428576	unchanging
C3orf52	2.828694	2.9174163	unchanging
C3orf80	0.71906954	-0.44013572	unchanging
C4A	0.47114208	1.3672192	unchanging
C4BPA	-3.680861	-3.592139	unchanging
C4orf21	4.4311438	4.20372	unchanging
C4orf37	-2.528858	-3.592139	unchanging
C4orf40	-3.680861	-3.592139	unchanging
C4orf44	-1.528858	-1.1182077	unchanging
C4orf50	-3.680861	-3.592139	unchanging
C5AR1	-0.06942624	-0.27021074	unchanging
C5orf15	6.8645325	6.718474	unchanging
C5orf25	3.802059	3.5371442	unchanging
C5orf32	4.304032	4.159777	unchanging
C5orf50	-3.680861	-3.592139	unchanging
C5orf54	3.36596	2.9174163	unchanging
C6orf1	1.558605	1.7297893	unchanging
C6orf112	-1.9438953	-1.8551732	unchanging
C6orf123	-3.680861	-3.592139	unchanging
C6orf132	3.3537853	3.9861288	unchanging
C6orf145	2.3780327	2.3147516	unchanging
C6orf186	-0.7215031	-0.85517323	unchanging
C6orf203	2.994704	2.9521816	unchanging
C6orf221	-3.680861	-3.592139	unchanging
C6orf226	0.27849698	0.26030394	unchanging
C6orf3	-0.20692979	-1.4401357	unchanging
C6orf35	3.6106935	3.548549	unchanging
C6orf47	4.071055	3.9861288	unchanging
C6orf52	0.71906954	0.14482673	unchanging
C6orf62	7.737929	7.8301597	unchanging
C6orf97	2.7190697	2.4906015	unchanging
C7orf28B	6.3704987	6.291183	unchanging
C7orf46	2.7190697	2.0834262	unchanging
C7orf57	1.278497	0.26030394	unchanging
C7orf61	-3.528858	-3.4401355	unchanging
C7orf62	-3.680861	-3.592139	unchanging
C7orf63	1.0561047	1.5598643	unchanging
C8B	-3.680861	-3.592139	unchanging
C8orf44	0.71906954	1.1448267	unchanging
C8orf75	-3.680861	-3.4401355	unchanging
C9orf102	4.954958	4.9777164	unchanging
C9orf103	1.1715819	0.7297893	unchanging
C9orf106	-3.680861	-3.4401355	unchanging
C9orf116	1.9305737	2.0834262	unchanging
C9orf140	5.071055	5.4116135	unchanging
C9orf167	-0.3589329	0.9521816	unchanging
C9orf171	-3.680861	-2.4401357	unchanging
C9orf35	-3.680861	-3.592139	unchanging
C9orf38	-2.528858	-3.4401355	unchanging
C9orf40	4.4018793	3.8727472	unchanging
C9orf5	7.668359	7.900271	unchanging
C9orf66	0.27849698	-0.44013572	unchanging
C9orf69	4.122194	4.3927546	unchanging
C9orf80	4.6708145	4.454682	unchanging
C9orf95	2.7379286	2.466755	unchanging
C9orf96	-1.528858	-2.4401357	unchanging
CA12	-0.7215031	2.2037203	unchanging
CA8	3.265558	1.6891472	unchanging
CABIN1	6.071055	6.017245	unchanging
CACNA1C-AS1	-3.680861	-3.592139	unchanging
CACNA1E	-3.680861	-3.592139	unchanging
CACNA2D4	-3.680861	-2.4401357	unchanging
CACNG4	-0.06942624	2.8636448	up
CACNG5	-3.680861	-3.592139	unchanging
CADM4	4.329123	4.531408	unchanging
CADPS	-3.680861	-3.592139	unchanging
CADPS2	2.8805332	3.301331	unchanging
CALB1	-3.528858	-3.4401355	unchanging
CALCA	-3.680861	-3.592139	unchanging
CALCB	-1.2069298	-1.4401357	unchanging
CALML3	-3.680861	-3.592139	unchanging
CALML6	-3.528858	-3.592139	unchanging
CAMK1D	2.558605	2.582232	unchanging
CAMK2N2	2.5155363	1.4178451	unchanging
CAMLG	5.111387	4.859072	unchanging
CAMSAP2	5.815438	6.0069475	unchanging
CANX	10.14047	10.132565	unchanging
CAP2	3.7657628	3.9777164	unchanging
CAPN1	6.1095777	6.057716	unchanging
CAPN11	-3.680861	-3.592139	unchanging
CAPN5	1.7565442	2.8452666	unchanging
CAPN7	6.1077666	6.004879	unchanging
CAPN8	-3.680861	-3.4401355	unchanging
CAPS	3.1853876	4.5428576	up
CAPZA3	-3.680861	-3.592139	unchanging
CARD16	-3.680861	-3.592139	unchanging
CARD17	-3.680861	-3.592139	unchanging
CARD9	0.55860496	0.36721915	unchanging
CARKD	4.510061	4.6683884	unchanging
CASP10	3.7749228	1.9174162	down
CASP4	-3.528858	-3.592139	unchanging
CAT	5.9489007	5.511149	unchanging
CATSPER2	1.3291231	1.6891472	unchanging
CATSPER3	-1.528858	-0.63278085	unchanging
CATSPERB	0.27849698	-1.4401357	unchanging
CBLN3	1.4253385	0.8817923	unchanging
CBX7	2.6208892	2.647327	unchanging
CCBE1	-3.680861	-3.592139	unchanging
CCBP2	2.9629953	1.7693176	unchanging
CCDC102A	1.558605	1.4667549	unchanging
CCDC109B	4.563899	4.6366796	unchanging
CCDC11	0.8634595	0.46675485	unchanging
CCDC114	-0.3589329	-1.1182077	unchanging
CCDC115	4.685461	4.604258	unchanging
CCDC116	-3.680861	-3.592139	unchanging
CCDC122	1.7930701	2.0834262	unchanging
CCDC132	5.1077666	4.9944925	unchanging
CCDC138	3.880533	3.9944925	unchanging
CCDC144B	-1.528858	-0.85517323	unchanging
CCDC160	0.71906954	0.64732707	unchanging
CCDC168	-1.528858	-1.4401357	unchanging
CCDC169-SOHLH2	1.4253385	1.6042583	unchanging
CCDC19	1.7930701	1.8452666	unchanging
CCDC24	1.9629952	2.0517173	unchanging
CCDC25	5.7588544	5.3927546	unchanging
CCDC38	-3.528858	-1.8551732	unchanging
CCDC48	-2.528858	-1.8551732	unchanging
CCDC59	4.641067	4.399068	unchanging
CCDC6	7.5100613	7.21986	unchanging
CCDC68	2.2525017	2.2322896	unchanging
CCDC70	-3.680861	-3.592139	unchanging
CCDC85A	1.1149982	1.0192958	unchanging
CCDC85C	5.9489007	5.655261	unchanging
CCDC88C	4.914086	5.071617	unchanging
CCL11	-3.680861	-3.592139	unchanging
CCL20	-3.680861	-3.592139	unchanging
CCL28	2.7565444	2.2322896	unchanging
CCL4L2	-3.680861	-3.592139	unchanging
CCNB1IP1	5.618347	5.35428	unchanging
CCNE2	6.059857	5.8054166	unchanging
CCNG2	7.342277	7.2472396	unchanging
CCNJ	4.685461	4.23229	unchanging
CCNL1	4.620889	5.3510275	unchanging
CCR7	-3.528858	-3.592139	unchanging
CCT8L2	-3.680861	-3.592139	unchanging
CD14	-3.680861	-3.592139	unchanging
CD160	-2.528858	0.7297893	unchanging
CD180	-3.680861	-3.592139	unchanging
CD1E	-3.680861	-3.592139	unchanging
CD209	-3.528858	-2.4401357	unchanging
CD276	6.1558905	6.0912457	unchanging
CD2AP	6.9599867	7.0315394	unchanging
CD2BP2	5.147099	5.0873413	unchanging
CD3EAP	3.4823694	3.7595365	unchanging
CD4	0.37803268	-0.44013572	unchanging
CD52	-3.680861	-3.592139	unchanging
CD68	-1.2069298	-2.4401357	unchanging
CD70	-3.680861	-3.592139	unchanging
CD79B	-3.680861	-3.592139	unchanging
CD86	-3.680861	-3.592139	unchanging
CD9	7.56456	7.5449944	unchanging
CDC23	6.0025234	5.9882245	unchanging
CDC25C	4.72853	4.454682	unchanging
CDC42	8.056105	7.9267325	unchanging
CDC42-IT1	-3.680861	-3.592139	unchanging
CDC73	6.2945094	6.2996445	unchanging
CDCA2	6.093194	5.90416	unchanging
CDCA5	5.8352766	5.783866	unchanging
CDCA7L	5.7862916	5.5542173	unchanging
CDH16	-3.680861	-3.592139	unchanging
CDH2	6.8900485	5.5227604	down
CDH23-AS1	-3.680861	-3.592139	unchanging
CDH3	6.4282446	6.1983004	unchanging
CDH6	5.3959546	7.703885	up
CDH9	-3.680861	-3.592139	unchanging
CDHR1	-3.528858	-3.592139	unchanging
CDK1	7.2451057	7.1551213	unchanging
CDK11A	5.2590446	5.06369	unchanging
CDK5	2.9789367	2.9174163	unchanging
CDK5RAP1	3.8974068	3.6042583	unchanging
CDK6	5.733237	6.704522	up
CDK7	3.448422	3.6259532	unchanging
CDK9	4.6903105	4.582232	unchanging
CDKL5	2.0561047	1.6891472	unchanging
CDKN2A	4.994704	5.301331	unchanging
CDON	4.4253387	5.5710917	up
CDRT15	-1.528858	-1.8551732	unchanging
CDV3	7.7196627	7.9803505	unchanging
CDX2	-0.3589329	-3.4401355	unchanging
CDX4	-3.680861	-3.592139	unchanging
CEACAM5	-3.680861	3.5710914	up
CEACAM6	-3.680861	4.1144533	up
CEBPB	2.5155363	3.159777	unchanging
CELA2B	-3.680861	-3.592139	unchanging
CELF2	4.3780327	2.6042583	down
CEMP1	1.2260296	1.2037203	unchanging
CENPE	6.6535363	6.788683	unchanging
CENPL	4.3780327	4.3927546	unchanging
CEP350	6.6435695	6.7570806	unchanging
CEP55	6.432592	6.256832	unchanging
CEP68	4.4990478	4.367219	unchanging
CEP72	2.641067	2.367219	unchanging
CERKL	0.8634595	0.36721915	unchanging
CERS2	7.0995874	7.121152	unchanging
CERS4	6.0504575	4.7297893	down
CERS6	7.5763955	7.4069214	unchanging
CETN3	4.3103456	4.3280487	unchanging
CFC1	-3.680861	-3.592139	unchanging
CFD	-0.3589329	0.46675485	unchanging
CGB1	-1.2069298	-2.4401357	unchanging
CGB2	-1.528858	-3.592139	unchanging
CGGBP1	7.3870215	7.3518405	unchanging
CHCHD10	1.7930701	1.5140605	unchanging
CHCHD5	2.5155363	2.114453	unchanging
CHD3	7.3032413	7.1773314	unchanging
CHD6	6.3040323	6.389587	unchanging
CHD7	5.790814	5.5877705	unchanging
CHDH	3.8286939	3.5932872	unchanging
CHGB	-3.528858	-3.592139	unchanging
CHI3L2	-3.528858	-3.4401355	unchanging
CHID1	4.675713	4.73479	unchanging
CHML	5.6310134	5.414733	unchanging
CHN1	2.9629953	3.301331	unchanging
CHPF2	4.7190695	4.5877705	unchanging
CHRAC1	4.6903105	4.877277	unchanging
CHRDL1	2.6609666	2.647327	unchanging
CHRNA9	-0.7215031	-3.4401355	unchanging
CHRNB3	-3.680861	-3.592139	unchanging
CHST10	3.7565444	4.0274696	unchanging
CHST11	4.57443	4.519866	unchanging
CHST12	1.8634596	1.5140605	unchanging
CHST6	6.6259604	5.788683	down
